,Open,Close,High,Low
11454,16733,16734,16734,16733
11455,16734,16732,16734,16732
11456,16732,16731,16732,16731
11457,16731,16730,16731,16730
11458,16730,16729,16730,16729
11459,16729,16728,16729,16728
11460,16728,16727,16728,16727
11461,16727,16726,16727,16726
11462,16726,16725,16726,16725
11463,16725,16724,16725,16724
11464,16724,16723,16724,16723
11465,16723,16722,16723,16722
11466,16722,16721,16722,16721
11467,16721,16720,16721,16720
11468,16720,16719,16720,16719
11469,16719,16718,16719,16718
11470,16718,16717,16718,16717
11471,16717,16716,16717,16716
11472,16716,16715,16716,16715
11473,16715,16714,16715,16714
11474,16714,16713,16714,16713
11475,16713,16712,16713,16712
11476,16712,16711,16712,16711
11477,16711,16710,16711,16710
11478,16710,16709,16710,16709
11479,16709,16708,16709,16708
11480,16708,16707,16708,16707
11481,16707,16706,16707,16706
11482,16706,16705,16706,16705
11483,16705,16704,16705,16704
11484,16704,16703,16704,16703
11485,16703,16702,16703,16702
11486,16702,16701,16702,16701
11487,16701,16700,16701,16700
11488,16700,16699,16700,16699
11489,16699,16698,16699,16698
11490,16698,16697,16698,16697
11491,16697,16696,16697,16696
11492,16696,16695,16696,16695
11493,16695,16694,16695,16694
11494,16694,16696,16696,16694
11495,16696,16697,16697,16696
11496,16697,16698,16698,16697
11497,16698,16699,16699,16698
11498,16699,16700,16700,16699
11499,16700,16701,16701,16700
11500,16701,16702,16702,16701
11501,16702,16703,16703,16702
11502,16703,16704,16704,16703
11503,16704,16705,16705,16704
11504,16705,16706,16706,16705
11505,16706,16707,16707,16706
11506,16707,16708,16708,16707
11507,16708,16709,16709,16708
11508,16709,16710,16710,16709
11509,16710,16711,16711,16710
11510,16711,16712,16712,16711
11511,16712,16713,16713,16712
11512,16713,16714,16714,16713
11513,16714,16715,16715,16714
11514,16715,16716,16716,16715
11515,16716,16714,16716,16714
11516,16714,16713,16714,16713
11517,16713,16712,16713,16712
11518,16712,16711,16712,16711
11519,16711,16710,16711,16710
11520,16710,16709,16710,16709
11521,16709,16708,16709,16708
11522,16708,16707,16708,16707
11523,16707,16706,16707,16706
11524,16706,16705,16706,16705
11525,16705,16704,16705,16704
11526,16704,16706,16706,16704
11527,16706,16707,16707,16706
11528,16707,16708,16708,16707
11529,16708,16709,16709,16708
11530,16709,16710,16710,16709
11531,16710,16711,16711,16710
11532,16711,16712,16712,16711
11533,16712,16713,16713,16712
11534,16713,16714,16714,16713
11535,16714,16715,16715,16714
11536,16715,16713,16715,16713
11537,16713,16712,16713,16712
11538,16712,16711,16712,16711
11539,16711,16710,16711,16710
11540,16710,16712,16712,16710
11541,16712,16713,16713,16712
11542,16713,16711,16713,16711
11543,16711,16710,16711,16710
11544,16710,16709,16710,16709
11545,16709,16708,16709,16708
11546,16708,16707,16708,16707
11547,16707,16706,16707,16706
11548,16706,16705,16706,16705
11549,16705,16704,16705,16704
11550,16704,16703,16704,16703
11551,16703,16702,16703,16702
11552,16702,16701,16702,16701
11553,16701,16700,16701,16700
11554,16700,16699,16700,16699
11555,16699,16701,16701,16699
11556,16701,16702,16702,16701
11557,16702,16703,16703,16702
11558,16703,16704,16704,16703
11559,16704,16705,16705,16704
11560,16705,16703,16705,16703
11561,16703,16702,16703,16702
11562,16702,16701,16702,16701
11563,16701,16700,16701,16700
11564,16700,16699,16700,16699
11565,16699,16698,16699,16698
11566,16698,16697,16698,16697
11567,16697,16696,16697,16696
11568,16696,16695,16696,16695
11569,16695,16694,16695,16694
11570,16694,16693,16694,16693
11571,16693,16692,16693,16692
11572,16692,16694,16694,16692
11573,16694,16695,16695,16694
11574,16695,16696,16696,16695
11575,16696,16697,16697,16696
11576,16697,16698,16698,16697
11577,16698,16699,16699,16698
11578,16699,16700,16700,16699
11579,16700,16701,16701,16700
11580,16701,16702,16702,16701
11581,16702,16703,16703,16702
11582,16703,16704,16704,16703
11583,16704,16705,16705,16704
11584,16705,16706,16706,16705
11585,16706,16707,16707,16706
11586,16707,16708,16708,16707
11587,16708,16709,16709,16708
11588,16709,16710,16710,16709
11589,16710,16711,16711,16710
11590,16711,16712,16712,16711
11591,16712,16713,16713,16712
11592,16713,16714,16714,16713
11593,16714,16715,16715,16714
11594,16715,16716,16716,16715
11595,16716,16714,16716,16714
11596,16714,16713,16714,16713
11597,16713,16712,16713,16712
11598,16712,16711,16712,16711
11599,16711,16710,16711,16710
11600,16710,16709,16710,16709
11601,16709,16708,16709,16708
11602,16708,16707,16708,16707
11603,16707,16706,16707,16706
11604,16706,16705,16706,16705
11605,16705,16704,16705,16704
11606,16704,16703,16704,16703
11607,16703,16702,16703,16702
11608,16702,16704,16704,16702
11609,16704,16705,16705,16704
11610,16705,16706,16706,16705
11611,16706,16707,16707,16706
11612,16707,16708,16708,16707
11613,16708,16706,16708,16706
11614,16706,16705,16706,16705
11615,16705,16704,16705,16704
11616,16704,16703,16704,16703
11617,16703,16702,16703,16702
11618,16702,16701,16702,16701
11619,16701,16700,16701,16700
11620,16700,16699,16700,16699
11621,16699,16698,16699,16698
11622,16698,16697,16698,16697
11623,16697,16696,16697,16696
11624,16696,16698,16698,16696
11625,16698,16699,16699,16698
11626,16699,16700,16700,16699
11627,16700,16701,16701,16700
11628,16701,16699,16701,16699
11629,16699,16698,16699,16698
11630,16698,16697,16698,16697
11631,16697,16696,16697,16696
11632,16696,16695,16696,16695
11633,16695,16694,16695,16694
11634,16694,16696,16696,16694
11635,16696,16697,16697,16696
11636,16697,16698,16698,16697
11637,16698,16696,16698,16696
11638,16696,16695,16696,16695
11639,16695,16694,16695,16694
11640,16694,16693,16694,16693
11641,16693,16692,16693,16692
11642,16692,16691,16692,16691
11643,16691,16693,16693,16691
11644,16693,16694,16694,16693
11645,16694,16695,16695,16694
11646,16695,16693,16695,16693
11647,16693,16692,16693,16692
11648,16692,16691,16692,16691
11649,16691,16690,16691,16690
11650,16690,16689,16690,16689
11651,16689,16688,16689,16688
11652,16688,16687,16688,16687
11653,16687,16686,16687,16686
11654,16686,16685,16686,16685
11655,16685,16684,16685,16684
11656,16684,16683,16684,16683
11657,16683,16685,16685,16683
11658,16685,16686,16686,16685
11659,16686,16684,16686,16684
11660,16684,16683,16684,16683
11661,16683,16685,16685,16683
11662,16685,16686,16686,16685
11663,16686,16687,16687,16686
11664,16687,16688,16688,16687
11665,16688,16689,16689,16688
11666,16689,16690,16690,16689
11667,16690,16691,16691,16690
11668,16691,16692,16692,16691
11669,16692,16693,16693,16692
11670,16693,16694,16694,16693
11671,16694,16695,16695,16694
11672,16695,16696,16696,16695
11673,16696,16697,16697,16696
11674,16697,16698,16698,16697
11675,16698,16699,16699,16698
11676,16699,16700,16700,16699
11677,16700,16701,16701,16700
11678,16701,16699,16701,16699
11679,16699,16698,16699,16698
11680,16698,16697,16698,16697
11681,16697,16696,16697,16696
11682,16696,16695,16696,16695
11683,16695,16694,16695,16694
11684,16694,16693,16694,16693
11685,16693,16692,16693,16692
11686,16692,16694,16694,16692
11687,16694,16695,16695,16694
11688,16695,16696,16696,16695
11689,16696,16697,16697,16696
11690,16697,16698,16698,16697
11691,16698,16699,16699,16698
11692,16699,16697,16699,16697
11693,16697,16699,16699,16697
11694,16699,16700,16700,16699
11695,16700,16701,16701,16700
11696,16701,16702,16702,16701
11697,16702,16703,16703,16702
11698,16703,16704,16704,16703
11699,16704,16702,16704,16702
11700,16702,16701,16702,16701
11701,16701,16700,16701,16700
11702,16700,16699,16700,16699
11703,16699,16698,16699,16698
11704,16698,16697,16698,16697
11705,16697,16696,16697,16696
11706,16696,16695,16696,16695
11707,16695,16694,16695,16694
11708,16694,16693,16694,16693
11709,16693,16692,16693,16692
11710,16692,16691,16692,16691
11711,16691,16690,16691,16690
11712,16690,16689,16690,16689
11713,16689,16688,16689,16688
11714,16688,16687,16688,16687
11715,16687,16686,16687,16686
11716,16686,16685,16686,16685
11717,16685,16684,16685,16684
11718,16684,16683,16684,16683
11719,16683,16682,16683,16682
11720,16682,16681,16682,16681
11721,16681,16680,16681,16680
11722,16680,16679,16680,16679
11723,16679,16678,16679,16678
11724,16678,16677,16678,16677
11725,16677,16676,16677,16676
11726,16676,16675,16676,16675
11727,16675,16674,16675,16674
11728,16674,16673,16674,16673
11729,16673,16672,16673,16672
11730,16672,16671,16672,16671
11731,16671,16673,16673,16671
11732,16673,16674,16674,16673
11733,16674,16675,16675,16674
11734,16675,16676,16676,16675
11735,16676,16677,16677,16676
11736,16677,16678,16678,16677
11737,16678,16679,16679,16678
11738,16679,16680,16680,16679
11739,16680,16681,16681,16680
11740,16681,16682,16682,16681
11741,16682,16680,16682,16680
11742,16680,16679,16680,16679
11743,16679,16678,16679,16678
11744,16678,16677,16678,16677
11745,16677,16676,16677,16676
11746,16676,16678,16678,16676
11747,16678,16679,16679,16678
11748,16679,16677,16679,16677
11749,16677,16676,16677,16676
11750,16676,16675,16676,16675
11751,16675,16674,16675,16674
11752,16674,16673,16674,16673
11753,16673,16675,16675,16673
11754,16675,16676,16676,16675
11755,16676,16677,16677,16676
11756,16677,16678,16678,16677
11757,16678,16679,16679,16678
11758,16679,16680,16680,16679
11759,16680,16681,16681,16680
11760,16681,16682,16682,16681
11761,16682,16683,16683,16682
11762,16683,16684,16684,16683
11763,16684,16685,16685,16684
11764,16685,16686,16686,16685
11765,16686,16687,16687,16686
11766,16687,16688,16688,16687
11767,16688,16689,16689,16688
11768,16689,16690,16690,16689
11769,16690,16691,16691,16690
11770,16691,16692,16692,16691
11771,16692,16693,16693,16692
11772,16693,16694,16694,16693
11773,16694,16695,16695,16694
11774,16695,16696,16696,16695
11775,16696,16697,16697,16696
11776,16697,16698,16698,16697
11777,16698,16699,16699,16698
11778,16699,16700,16700,16699
11779,16700,16701,16701,16700
11780,16701,16702,16702,16701
11781,16702,16703,16703,16702
11782,16703,16704,16704,16703
11783,16704,16705,16705,16704
11784,16705,16703,16705,16703
11785,16703,16702,16703,16702
11786,16702,16701,16702,16701
11787,16701,16700,16701,16700
11788,16700,16699,16700,16699
11789,16699,16701,16701,16699
11790,16701,16702,16702,16701
11791,16702,16703,16703,16702
11792,16703,16704,16704,16703
11793,16704,16702,16704,16702
11794,16702,16701,16702,16701
11795,16701,16700,16701,16700
11796,16700,16699,16700,16699
11797,16699,16701,16701,16699
11798,16701,16702,16702,16701
11799,16702,16700,16702,16700
11800,16700,16699,16700,16699
11801,16699,16698,16699,16698
11802,16698,16697,16698,16697
11803,16697,16696,16697,16696
11804,16696,16695,16696,16695
11805,16695,16694,16695,16694
11806,16694,16693,16694,16693
11807,16693,16692,16693,16692
11808,16692,16691,16692,16691
11809,16691,16690,16691,16690
11810,16690,16689,16690,16689
11811,16689,16688,16689,16688
11812,16688,16687,16688,16687
11813,16687,16686,16687,16686
11814,16686,16685,16686,16685
11815,16685,16684,16685,16684
11816,16684,16683,16684,16683
11817,16683,16682,16683,16682
11818,16682,16681,16682,16681
11819,16681,16680,16681,16680
11820,16680,16679,16680,16679
11821,16679,16678,16679,16678
11822,16678,16677,16678,16677
11823,16677,16676,16677,16676
11824,16676,16675,16676,16675
11825,16675,16674,16675,16674
11826,16674,16673,16674,16673
11827,16673,16672,16673,16672
11828,16672,16671,16672,16671
11829,16671,16670,16671,16670
11830,16670,16669,16670,16669
11831,16669,16668,16669,16668
11832,16668,16667,16668,16667
11833,16667,16666,16667,16666
11834,16666,16665,16666,16665
11835,16665,16664,16665,16664
11836,16664,16663,16664,16663
11837,16663,16662,16663,16662
11838,16662,16664,16664,16662
11839,16664,16665,16665,16664
11840,16665,16666,16666,16665
11841,16666,16667,16667,16666
11842,16667,16668,16668,16667
11843,16668,16669,16669,16668
11844,16669,16670,16670,16669
11845,16670,16671,16671,16670
11846,16671,16672,16672,16671
11847,16672,16673,16673,16672
11848,16673,16674,16674,16673
11849,16674,16675,16675,16674
11850,16675,16676,16676,16675
11851,16676,16677,16677,16676
11852,16677,16678,16678,16677
11853,16678,16679,16679,16678
11854,16679,16680,16680,16679
11855,16680,16681,16681,16680
11856,16681,16682,16682,16681
11857,16682,16683,16683,16682
11858,16683,16684,16684,16683
11859,16684,16685,16685,16684
11860,16685,16686,16686,16685
11861,16686,16687,16687,16686
11862,16687,16688,16688,16687
11863,16688,16689,16689,16688
11864,16689,16690,16690,16689
11865,16690,16691,16691,16690
11866,16691,16692,16692,16691
11867,16692,16693,16693,16692
11868,16693,16694,16694,16693
11869,16694,16695,16695,16694
11870,16695,16696,16696,16695
11871,16696,16697,16697,16696
11872,16697,16698,16698,16697
11873,16698,16699,16699,16698
11874,16699,16700,16700,16699
11875,16700,16701,16701,16700
11876,16701,16702,16702,16701
11877,16702,16703,16703,16702
11878,16703,16704,16704,16703
11879,16704,16705,16705,16704
11880,16705,16706,16706,16705
11881,16706,16707,16707,16706
11882,16707,16708,16708,16707
11883,16708,16709,16709,16708
11884,16709,16710,16710,16709
11885,16710,16711,16711,16710
11886,16711,16712,16712,16711
11887,16712,16713,16713,16712
11888,16713,16714,16714,16713
11889,16714,16715,16715,16714
11890,16715,16716,16716,16715
11891,16716,16717,16717,16716
11892,16717,16718,16718,16717
11893,16718,16719,16719,16718
11894,16719,16720,16720,16719
11895,16720,16721,16721,16720
11896,16721,16722,16722,16721
11897,16722,16723,16723,16722
11898,16723,16721,16723,16721
11899,16721,16720,16721,16720
11900,16720,16719,16720,16719
11901,16719,16718,16719,16718
11902,16718,16717,16718,16717
11903,16717,16716,16717,16716
11904,16716,16715,16716,16715
11905,16715,16714,16715,16714
11906,16714,16713,16714,16713
11907,16713,16712,16713,16712
11908,16712,16711,16712,16711
11909,16711,16710,16711,16710
11910,16710,16709,16710,16709
11911,16709,16711,16711,16709
11912,16711,16712,16712,16711
11913,16712,16713,16713,16712
11914,16713,16714,16714,16713
11915,16714,16715,16715,16714
11916,16715,16716,16716,16715
11917,16716,16717,16717,16716
11918,16717,16718,16718,16717
11919,16718,16719,16719,16718
11920,16719,16720,16720,16719
11921,16720,16721,16721,16720
11922,16721,16722,16722,16721
11923,16722,16723,16723,16722
11924,16723,16724,16724,16723
11925,16724,16725,16725,16724
11926,16725,16726,16726,16725
11927,16726,16727,16727,16726
11928,16727,16725,16727,16725
11929,16725,16724,16725,16724
11930,16724,16723,16724,16723
11931,16723,16722,16723,16722
11932,16722,16721,16722,16721
11933,16721,16720,16721,16720
11934,16720,16722,16722,16720
11935,16722,16723,16723,16722
11936,16723,16724,16724,16723
11937,16724,16725,16725,16724
11938,16725,16726,16726,16725
11939,16726,16727,16727,16726
11940,16727,16728,16728,16727
11941,16728,16729,16729,16728
11942,16729,16730,16730,16729
11943,16730,16731,16731,16730
11944,16731,16732,16732,16731
11945,16732,16733,16733,16732
11946,16733,16734,16734,16733
11947,16734,16735,16735,16734
11948,16735,16733,16735,16733
11949,16733,16732,16733,16732
11950,16732,16731,16732,16731
11951,16731,16730,16731,16730
11952,16730,16729,16730,16729
11953,16729,16728,16729,16728
11954,16728,16727,16728,16727
11955,16727,16726,16727,16726
11956,16726,16725,16726,16725
11957,16725,16724,16725,16724
11958,16724,16723,16724,16723
11959,16723,16722,16723,16722
11960,16722,16721,16722,16721
11961,16721,16720,16721,16720
11962,16720,16719,16720,16719
11963,16719,16718,16719,16718
11964,16718,16717,16718,16717
11965,16717,16719,16719,16717
11966,16719,16720,16720,16719
11967,16720,16721,16721,16720
11968,16721,16722,16722,16721
11969,16722,16723,16723,16722
11970,16723,16724,16724,16723
11971,16724,16725,16725,16724
11972,16725,16726,16726,16725
11973,16726,16727,16727,16726
11974,16727,16728,16728,16727
11975,16728,16729,16729,16728
11976,16729,16730,16730,16729
11977,16730,16731,16731,16730
11978,16731,16732,16732,16731
11979,16732,16733,16733,16732
11980,16733,16734,16734,16733
11981,16734,16735,16735,16734
11982,16735,16736,16736,16735
11983,16736,16737,16737,16736
11984,16737,16738,16738,16737
11985,16738,16739,16739,16738
11986,16739,16740,16740,16739
11987,16740,16741,16741,16740
11988,16741,16742,16742,16741
11989,16742,16743,16743,16742
11990,16743,16744,16744,16743
11991,16744,16745,16745,16744
11992,16745,16746,16746,16745
11993,16746,16747,16747,16746
11994,16747,16748,16748,16747
11995,16748,16749,16749,16748
11996,16749,16750,16750,16749
11997,16750,16751,16751,16750
11998,16751,16752,16752,16751
11999,16752,16753,16753,16752
12000,16753,16754,16754,16753
12001,16754,16755,16755,16754
12002,16755,16756,16756,16755
12003,16756,16757,16757,16756
12004,16757,16758,16758,16757
12005,16758,16759,16759,16758
12006,16759,16760,16760,16759
12007,16760,16758,16760,16758
12008,16758,16757,16758,16757
12009,16757,16756,16757,16756
12010,16756,16755,16756,16755
12011,16755,16754,16755,16754
12012,16754,16753,16754,16753
12013,16753,16752,16753,16752
12014,16752,16751,16752,16751
12015,16751,16750,16751,16750
12016,16750,16749,16750,16749
12017,16749,16748,16749,16748
12018,16748,16747,16748,16747
12019,16747,16746,16747,16746
12020,16746,16745,16746,16745
12021,16745,16744,16745,16744
12022,16744,16743,16744,16743
12023,16743,16742,16743,16742
12024,16742,16741,16742,16741
12025,16741,16740,16741,16740
12026,16740,16739,16740,16739
12027,16739,16738,16739,16738
12028,16738,16737,16738,16737
12029,16737,16736,16737,16736
12030,16736,16738,16738,16736
12031,16738,16739,16739,16738
12032,16739,16740,16740,16739
12033,16740,16741,16741,16740
12034,16741,16742,16742,16741
12035,16742,16740,16742,16740
12036,16740,16739,16740,16739
12037,16739,16738,16739,16738
12038,16738,16737,16738,16737
12039,16737,16736,16737,16736
12040,16736,16735,16736,16735
12041,16735,16734,16735,16734
12042,16734,16733,16734,16733
12043,16733,16732,16733,16732
12044,16732,16731,16732,16731
12045,16731,16730,16731,16730
12046,16730,16729,16730,16729
12047,16729,16728,16729,16728
12048,16728,16727,16728,16727
12049,16727,16726,16727,16726
12050,16726,16725,16726,16725
12051,16725,16724,16725,16724
12052,16724,16726,16726,16724
12053,16726,16727,16727,16726
12054,16727,16728,16728,16727
12055,16728,16729,16729,16728
12056,16729,16730,16730,16729
12057,16730,16731,16731,16730
12058,16731,16732,16732,16731
12059,16732,16733,16733,16732
12060,16733,16734,16734,16733
12061,16734,16735,16735,16734
12062,16735,16736,16736,16735
12063,16736,16737,16737,16736
12064,16737,16738,16738,16737
12065,16738,16739,16739,16738
12066,16739,16737,16739,16737
12067,16737,16736,16737,16736
12068,16736,16735,16736,16735
12069,16735,16734,16735,16734
12070,16734,16733,16734,16733
12071,16733,16732,16733,16732
12072,16732,16731,16732,16731
12073,16731,16730,16731,16730
12074,16730,16729,16730,16729
12075,16729,16728,16729,16728
12076,16728,16730,16730,16728
12077,16730,16731,16731,16730
12078,16731,16732,16732,16731
12079,16732,16733,16733,16732
12080,16733,16734,16734,16733
12081,16734,16735,16735,16734
12082,16735,16736,16736,16735
12083,16736,16737,16737,16736
12084,16737,16738,16738,16737
12085,16738,16739,16739,16738
12086,16739,16740,16740,16739
12087,16740,16741,16741,16740
12088,16741,16739,16741,16739
12089,16739,16738,16739,16738
12090,16738,16737,16738,16737
12091,16737,16736,16737,16736
12092,16736,16735,16736,16735
12093,16735,16734,16735,16734
12094,16734,16733,16734,16733
12095,16733,16732,16733,16732
12096,16732,16731,16732,16731
12097,16731,16730,16731,16730
12098,16730,16729,16730,16729
12099,16729,16728,16729,16728
12100,16728,16727,16728,16727
12101,16727,16726,16727,16726
12102,16726,16725,16726,16725
12103,16725,16724,16725,16724
12104,16724,16723,16724,16723
12105,16723,16722,16723,16722
12106,16722,16721,16722,16721
12107,16721,16720,16721,16720
12108,16720,16719,16720,16719
12109,16719,16718,16719,16718
12110,16718,16717,16718,16717
12111,16717,16719,16719,16717
12112,16719,16720,16720,16719
12113,16720,16721,16721,16720
12114,16721,16722,16722,16721
12115,16722,16723,16723,16722
12116,16723,16724,16724,16723
12117,16724,16722,16724,16722
12118,16722,16721,16722,16721
12119,16721,16720,16721,16720
12120,16720,16719,16720,16719
12121,16719,16718,16719,16718
12122,16718,16717,16718,16717
12123,16717,16716,16717,16716
12124,16716,16718,16718,16716
12125,16718,16719,16719,16718
12126,16719,16717,16719,16717
12127,16717,16716,16717,16716
12128,16716,16715,16716,16715
12129,16715,16714,16715,16714
12130,16714,16713,16714,16713
12131,16713,16712,16713,16712
12132,16712,16711,16712,16711
12133,16711,16710,16711,16710
12134,16710,16709,16710,16709
12135,16709,16708,16709,16708
12136,16708,16710,16710,16708
12137,16710,16711,16711,16710
12138,16711,16712,16712,16711
12139,16712,16713,16713,16712
12140,16713,16714,16714,16713
12141,16714,16715,16715,16714
12142,16715,16716,16716,16715
12143,16716,16717,16717,16716
12144,16717,16718,16718,16717
12145,16718,16719,16719,16718
12146,16719,16720,16720,16719
12147,16720,16721,16721,16720
12148,16721,16722,16722,16721
12149,16722,16723,16723,16722
12150,16723,16724,16724,16723
12151,16724,16725,16725,16724
12152,16725,16726,16726,16725
12153,16726,16727,16727,16726
12154,16727,16725,16727,16725
12155,16725,16724,16725,16724
12156,16724,16726,16726,16724
12157,16726,16724,16726,16724
12158,16724,16723,16724,16723
12159,16723,16722,16723,16722
12160,16722,16721,16722,16721
12161,16721,16720,16721,16720
12162,16720,16719,16720,16719
12163,16719,16718,16719,16718
12164,16718,16717,16718,16717
12165,16717,16716,16717,16716
12166,16716,16715,16716,16715
12167,16715,16714,16715,16714
12168,16714,16713,16714,16713
12169,16713,16712,16713,16712
12170,16712,16711,16712,16711
12171,16711,16710,16711,16710
12172,16710,16709,16710,16709
12173,16709,16708,16709,16708
12174,16708,16707,16708,16707
12175,16707,16709,16709,16707
12176,16709,16710,16710,16709
12177,16710,16711,16711,16710
12178,16711,16712,16712,16711
12179,16712,16713,16713,16712
12180,16713,16714,16714,16713
12181,16714,16715,16715,16714
12182,16715,16716,16716,16715
12183,16716,16717,16717,16716
12184,16717,16718,16718,16717
12185,16718,16719,16719,16718
12186,16719,16720,16720,16719
12187,16720,16721,16721,16720
12188,16721,16722,16722,16721
12189,16722,16723,16723,16722
12190,16723,16724,16724,16723
12191,16724,16725,16725,16724
12192,16725,16726,16726,16725
12193,16726,16727,16727,16726
12194,16727,16728,16728,16727
12195,16728,16729,16729,16728
12196,16729,16730,16730,16729
12197,16730,16731,16731,16730
12198,16731,16732,16732,16731
12199,16732,16733,16733,16732
12200,16733,16734,16734,16733
12201,16734,16735,16735,16734
12202,16735,16736,16736,16735
12203,16736,16737,16737,16736
12204,16737,16738,16738,16737
12205,16738,16739,16739,16738
12206,16739,16740,16740,16739
12207,16740,16741,16741,16740
12208,16741,16742,16742,16741
12209,16742,16743,16743,16742
12210,16743,16744,16744,16743
12211,16744,16745,16745,16744
12212,16745,16746,16746,16745
12213,16746,16747,16747,16746
12214,16747,16748,16748,16747
12215,16748,16749,16749,16748
12216,16749,16747,16749,16747
12217,16747,16746,16747,16746
12218,16746,16745,16746,16745
12219,16745,16744,16745,16744
12220,16744,16743,16744,16743
12221,16743,16742,16743,16742
12222,16742,16741,16742,16741
12223,16741,16740,16741,16740
12224,16740,16739,16740,16739
12225,16739,16738,16739,16738
12226,16738,16737,16738,16737
12227,16737,16736,16737,16736
12228,16736,16735,16736,16735
12229,16735,16734,16735,16734
12230,16734,16733,16734,16733
12231,16733,16732,16733,16732
12232,16732,16731,16732,16731
12233,16731,16730,16731,16730
12234,16730,16729,16730,16729
12235,16729,16728,16729,16728
12236,16728,16727,16728,16727
12237,16727,16726,16727,16726
12238,16726,16725,16726,16725
12239,16725,16724,16725,16724
12240,16724,16723,16724,16723
12241,16723,16722,16723,16722
12242,16722,16721,16722,16721
12243,16721,16720,16721,16720
12244,16720,16719,16720,16719
12245,16719,16718,16719,16718
12246,16718,16717,16718,16717
12247,16717,16716,16717,16716
12248,16716,16715,16716,16715
12249,16715,16714,16715,16714
12250,16714,16713,16714,16713
12251,16713,16712,16713,16712
12252,16712,16711,16712,16711
12253,16711,16710,16711,16710
12254,16710,16709,16710,16709
12255,16709,16708,16709,16708
12256,16708,16707,16708,16707
12257,16707,16706,16707,16706
12258,16706,16705,16706,16705
12259,16705,16704,16705,16704
12260,16704,16703,16704,16703
12261,16703,16702,16703,16702
12262,16702,16701,16702,16701
12263,16701,16700,16701,16700
12264,16700,16699,16700,16699
12265,16699,16698,16699,16698
12266,16698,16697,16698,16697
12267,16697,16696,16697,16696
12268,16696,16695,16696,16695
12269,16695,16694,16695,16694
12270,16694,16693,16694,16693
12271,16693,16692,16693,16692
12272,16692,16691,16692,16691
12273,16691,16690,16691,16690
12274,16690,16689,16690,16689
12275,16689,16688,16689,16688
12276,16688,16687,16688,16687
12277,16687,16689,16689,16687
12278,16689,16690,16690,16689
12279,16690,16691,16691,16690
12280,16691,16692,16692,16691
12281,16692,16693,16693,16692
12282,16693,16694,16694,16693
12283,16694,16695,16695,16694
12284,16695,16696,16696,16695
12285,16696,16697,16697,16696
12286,16697,16698,16698,16697
12287,16698,16699,16699,16698
12288,16699,16700,16700,16699
12289,16700,16701,16701,16700
12290,16701,16702,16702,16701
12291,16702,16703,16703,16702
12292,16703,16704,16704,16703
12293,16704,16705,16705,16704
12294,16705,16706,16706,16705
12295,16706,16707,16707,16706
12296,16707,16708,16708,16707
12297,16708,16709,16709,16708
12298,16709,16710,16710,16709
12299,16710,16711,16711,16710
12300,16711,16712,16712,16711
12301,16712,16713,16713,16712
12302,16713,16714,16714,16713
12303,16714,16715,16715,16714
12304,16715,16716,16716,16715
12305,16716,16717,16717,16716
12306,16717,16718,16718,16717
12307,16718,16719,16719,16718
12308,16719,16720,16720,16719
12309,16720,16721,16721,16720
12310,16721,16722,16722,16721
12311,16722,16723,16723,16722
12312,16723,16721,16723,16721
12313,16721,16720,16721,16720
12314,16720,16719,16720,16719
12315,16719,16718,16719,16718
12316,16718,16717,16718,16717
12317,16717,16716,16717,16716
12318,16716,16715,16716,16715
12319,16715,16714,16715,16714
12320,16714,16713,16714,16713
12321,16713,16712,16713,16712
12322,16712,16711,16712,16711
12323,16711,16710,16711,16710
12324,16710,16709,16710,16709
12325,16709,16711,16711,16709
12326,16711,16712,16712,16711
12327,16712,16713,16713,16712
12328,16713,16714,16714,16713
12329,16714,16715,16715,16714
12330,16715,16716,16716,16715
12331,16716,16717,16717,16716
12332,16717,16718,16718,16717
12333,16718,16719,16719,16718
12334,16719,16720,16720,16719
12335,16720,16721,16721,16720
12336,16721,16722,16722,16721
12337,16722,16723,16723,16722
12338,16723,16724,16724,16723
12339,16724,16725,16725,16724
12340,16725,16726,16726,16725
12341,16726,16727,16727,16726
12342,16727,16728,16728,16727
12343,16728,16729,16729,16728
12344,16729,16730,16730,16729
12345,16730,16731,16731,16730
12346,16731,16732,16732,16731
12347,16732,16733,16733,16732
12348,16733,16734,16734,16733
12349,16734,16735,16735,16734
12350,16735,16733,16735,16733
12351,16733,16732,16733,16732
12352,16732,16731,16732,16731
12353,16731,16730,16731,16730
12354,16730,16729,16730,16729
12355,16729,16728,16729,16728
12356,16728,16727,16728,16727
12357,16727,16726,16727,16726
12358,16726,16725,16726,16725
12359,16725,16724,16725,16724
12360,16724,16723,16724,16723
12361,16723,16725,16725,16723
12362,16725,16726,16726,16725
12363,16726,16727,16727,16726
12364,16727,16728,16728,16727
12365,16728,16729,16729,16728
12366,16729,16730,16730,16729
12367,16730,16731,16731,16730
12368,16731,16732,16732,16731
12369,16732,16733,16733,16732
12370,16733,16734,16734,16733
12371,16734,16735,16735,16734
12372,16735,16736,16736,16735
12373,16736,16737,16737,16736
12374,16737,16738,16738,16737
12375,16738,16739,16739,16738
12376,16739,16740,16740,16739
12377,16740,16741,16741,16740
12378,16741,16742,16742,16741
12379,16742,16743,16743,16742
12380,16743,16744,16744,16743
12381,16744,16742,16744,16742
12382,16742,16741,16742,16741
12383,16741,16743,16743,16741
12384,16743,16744,16744,16743
12385,16744,16742,16744,16742
