,Open,Close,High,Low
3888,16704,16703,16704,16703
3889,16703,16702,16703,16702
3890,16702,16701,16702,16701
3891,16701,16700,16701,16700
3892,16700,16702,16702,16700
3893,16702,16703,16703,16702
3894,16703,16704,16704,16703
3895,16704,16705,16705,16704
3896,16705,16706,16706,16705
3897,16706,16707,16707,16706
3898,16707,16705,16707,16705
3899,16705,16704,16705,16704
3900,16704,16703,16704,16703
3901,16703,16702,16703,16702
3902,16702,16704,16704,16702
3903,16704,16702,16704,16702
3904,16702,16701,16702,16701
3905,16701,16700,16701,16700
3906,16700,16699,16700,16699
3907,16699,16698,16699,16698
3908,16698,16697,16698,16697
3909,16697,16696,16697,16696
3910,16696,16695,16696,16695
3911,16695,16694,16695,16694
3912,16694,16696,16696,16694
3913,16696,16697,16697,16696
3914,16697,16698,16698,16697
3915,16698,16696,16698,16696
3916,16696,16695,16696,16695
3917,16695,16694,16695,16694
3918,16694,16693,16694,16693
3919,16693,16692,16693,16692
3920,16692,16694,16694,16692
3921,16694,16695,16695,16694
3922,16695,16696,16696,16695
3923,16696,16697,16697,16696
3924,16697,16698,16698,16697
3925,16698,16699,16699,16698
3926,16699,16700,16700,16699
3927,16700,16701,16701,16700
3928,16701,16699,16701,16699
3929,16699,16698,16699,16698
3930,16698,16697,16698,16697
3931,16697,16696,16697,16696
3932,16696,16695,16696,16695
3933,16695,16694,16695,16694
3934,16694,16693,16694,16693
3935,16693,16692,16693,16692
3936,16692,16691,16692,16691
3937,16691,16690,16691,16690
3938,16690,16689,16690,16689
3939,16689,16688,16689,16688
3940,16688,16687,16688,16687
3941,16687,16686,16687,16686
3942,16686,16685,16686,16685
3943,16685,16687,16687,16685
3944,16687,16688,16688,16687
3945,16688,16689,16689,16688
3946,16689,16690,16690,16689
3947,16690,16688,16690,16688
3948,16688,16687,16688,16687
3949,16687,16686,16687,16686
3950,16686,16688,16688,16686
3951,16688,16689,16689,16688
3952,16689,16690,16690,16689
3953,16690,16688,16690,16688
3954,16688,16690,16690,16688
3955,16690,16691,16691,16690
3956,16691,16692,16692,16691
3957,16692,16693,16693,16692
3958,16693,16694,16694,16693
3959,16694,16695,16695,16694
3960,16695,16693,16695,16693
3961,16693,16692,16693,16692
3962,16692,16691,16692,16691
3963,16691,16690,16691,16690
3964,16690,16689,16690,16689
3965,16689,16688,16689,16688
3966,16688,16687,16688,16687
3967,16687,16686,16687,16686
3968,16686,16685,16686,16685
3969,16685,16684,16685,16684
3970,16684,16683,16684,16683
3971,16683,16685,16685,16683
3972,16685,16686,16686,16685
3973,16686,16684,16686,16684
3974,16684,16683,16684,16683
3975,16683,16682,16683,16682
3976,16682,16681,16682,16681
3977,16681,16680,16681,16680
3978,16680,16679,16680,16679
3979,16679,16678,16679,16678
3980,16678,16680,16680,16678
3981,16680,16681,16681,16680
3982,16681,16682,16682,16681
3983,16682,16683,16683,16682
3984,16683,16684,16684,16683
3985,16684,16685,16685,16684
3986,16685,16686,16686,16685
3987,16686,16687,16687,16686
3988,16687,16685,16687,16685
3989,16685,16684,16685,16684
3990,16684,16683,16684,16683
3991,16683,16682,16683,16682
3992,16682,16681,16682,16681
3993,16681,16680,16681,16680
3994,16680,16679,16680,16679
3995,16679,16678,16679,16678
3996,16678,16677,16678,16677
3997,16677,16679,16679,16677
3998,16679,16680,16680,16679
3999,16680,16681,16681,16680
4000,16681,16682,16682,16681
4001,16682,16683,16683,16682
4002,16683,16684,16684,16683
4003,16684,16685,16685,16684
4004,16685,16686,16686,16685
4005,16686,16687,16687,16686
4006,16687,16688,16688,16687
4007,16688,16686,16688,16686
4008,16686,16685,16686,16685
4009,16685,16684,16685,16684
4010,16684,16683,16684,16683
4011,16683,16682,16683,16682
4012,16682,16681,16682,16681
4013,16681,16680,16681,16680
4014,16680,16679,16680,16679
4015,16679,16678,16679,16678
4016,16678,16677,16678,16677
4017,16677,16676,16677,16676
4018,16676,16675,16676,16675
4019,16675,16674,16675,16674
4020,16674,16673,16674,16673
4021,16673,16672,16673,16672
4022,16672,16671,16672,16671
4023,16671,16670,16671,16670
4024,16670,16672,16672,16670
4025,16672,16673,16673,16672
4026,16673,16674,16674,16673
4027,16674,16675,16675,16674
4028,16675,16676,16676,16675
4029,16676,16677,16677,16676
4030,16677,16678,16678,16677
4031,16678,16679,16679,16678
4032,16679,16680,16680,16679
4033,16680,16681,16681,16680
4034,16681,16682,16682,16681
4035,16682,16683,16683,16682
4036,16683,16684,16684,16683
4037,16684,16685,16685,16684
4038,16685,16686,16686,16685
4039,16686,16687,16687,16686
4040,16687,16688,16688,16687
4041,16688,16689,16689,16688
4042,16689,16690,16690,16689
4043,16690,16691,16691,16690
4044,16691,16692,16692,16691
4045,16692,16693,16693,16692
4046,16693,16691,16693,16691
4047,16691,16690,16691,16690
4048,16690,16689,16690,16689
4049,16689,16688,16689,16688
4050,16688,16687,16688,16687
4051,16687,16686,16687,16686
4052,16686,16688,16688,16686
4053,16688,16686,16688,16686
4054,16686,16685,16686,16685
4055,16685,16684,16685,16684
4056,16684,16683,16684,16683
4057,16683,16682,16683,16682
4058,16682,16681,16682,16681
4059,16681,16683,16683,16681
4060,16683,16684,16684,16683
4061,16684,16685,16685,16684
4062,16685,16686,16686,16685
4063,16686,16687,16687,16686
4064,16687,16688,16688,16687
4065,16688,16689,16689,16688
4066,16689,16687,16689,16687
4067,16687,16689,16689,16687
4068,16689,16690,16690,16689
4069,16690,16691,16691,16690
4070,16691,16692,16692,16691
4071,16692,16693,16693,16692
4072,16693,16694,16694,16693
4073,16694,16692,16694,16692
4074,16692,16691,16692,16691
4075,16691,16690,16691,16690
4076,16690,16689,16690,16689
4077,16689,16688,16689,16688
4078,16688,16687,16688,16687
4079,16687,16686,16687,16686
4080,16686,16685,16686,16685
4081,16685,16684,16685,16684
4082,16684,16683,16684,16683
4083,16683,16682,16683,16682
4084,16682,16684,16684,16682
4085,16684,16685,16685,16684
4086,16685,16686,16686,16685
4087,16686,16687,16687,16686
4088,16687,16688,16688,16687
4089,16688,16689,16689,16688
4090,16689,16690,16690,16689
4091,16690,16688,16690,16688
4092,16688,16687,16688,16687
4093,16687,16686,16687,16686
4094,16686,16685,16686,16685
4095,16685,16684,16685,16684
4096,16684,16686,16686,16684
4097,16686,16687,16687,16686
4098,16687,16688,16688,16687
4099,16688,16689,16689,16688
4100,16689,16690,16690,16689
4101,16690,16691,16691,16690
4102,16691,16692,16692,16691
4103,16692,16693,16693,16692
4104,16693,16694,16694,16693
4105,16694,16695,16695,16694
4106,16695,16696,16696,16695
4107,16696,16697,16697,16696
4108,16697,16698,16698,16697
4109,16698,16699,16699,16698
4110,16699,16697,16699,16697
4111,16697,16696,16697,16696
4112,16696,16695,16696,16695
4113,16695,16694,16695,16694
4114,16694,16693,16694,16693
4115,16693,16692,16693,16692
4116,16692,16691,16692,16691
4117,16691,16690,16691,16690
4118,16690,16692,16692,16690
4119,16692,16693,16693,16692
4120,16693,16694,16694,16693
4121,16694,16695,16695,16694
4122,16695,16696,16696,16695
4123,16696,16697,16697,16696
4124,16697,16698,16698,16697
4125,16698,16699,16699,16698
4126,16699,16700,16700,16699
4127,16700,16701,16701,16700
4128,16701,16702,16702,16701
4129,16702,16703,16703,16702
4130,16703,16704,16704,16703
4131,16704,16705,16705,16704
4132,16705,16706,16706,16705
4133,16706,16704,16706,16704
4134,16704,16703,16704,16703
4135,16703,16702,16703,16702
4136,16702,16701,16702,16701
4137,16701,16700,16701,16700
4138,16700,16699,16700,16699
4139,16699,16701,16701,16699
4140,16701,16702,16702,16701
4141,16702,16703,16703,16702
4142,16703,16704,16704,16703
4143,16704,16705,16705,16704
4144,16705,16706,16706,16705
4145,16706,16704,16706,16704
4146,16704,16703,16704,16703
4147,16703,16702,16703,16702
4148,16702,16701,16702,16701
4149,16701,16700,16701,16700
4150,16700,16699,16700,16699
4151,16699,16698,16699,16698
4152,16698,16697,16698,16697
4153,16697,16696,16697,16696
4154,16696,16698,16698,16696
4155,16698,16699,16699,16698
4156,16699,16700,16700,16699
4157,16700,16701,16701,16700
4158,16701,16702,16702,16701
4159,16702,16703,16703,16702
4160,16703,16701,16703,16701
4161,16701,16700,16701,16700
4162,16700,16699,16700,16699
4163,16699,16698,16699,16698
4164,16698,16697,16698,16697
4165,16697,16696,16697,16696
4166,16696,16695,16696,16695
4167,16695,16697,16697,16695
4168,16697,16698,16698,16697
4169,16698,16699,16699,16698
4170,16699,16700,16700,16699
4171,16700,16701,16701,16700
4172,16701,16702,16702,16701
4173,16702,16703,16703,16702
4174,16703,16704,16704,16703
4175,16704,16705,16705,16704
4176,16705,16703,16705,16703
4177,16703,16702,16703,16702
4178,16702,16701,16702,16701
4179,16701,16700,16701,16700
4180,16700,16702,16702,16700
4181,16702,16703,16703,16702
4182,16703,16704,16704,16703
4183,16704,16705,16705,16704
4184,16705,16706,16706,16705
4185,16706,16707,16707,16706
4186,16707,16708,16708,16707
4187,16708,16709,16709,16708
4188,16709,16710,16710,16709
4189,16710,16711,16711,16710
4190,16711,16712,16712,16711
4191,16712,16713,16713,16712
4192,16713,16714,16714,16713
4193,16714,16715,16715,16714
4194,16715,16716,16716,16715
4195,16716,16717,16717,16716
4196,16717,16718,16718,16717
4197,16718,16719,16719,16718
4198,16719,16720,16720,16719
4199,16720,16721,16721,16720
4200,16721,16722,16722,16721
4201,16722,16723,16723,16722
4202,16723,16724,16724,16723
4203,16724,16722,16724,16722
4204,16722,16721,16722,16721
4205,16721,16720,16721,16720
4206,16720,16719,16720,16719
4207,16719,16718,16719,16718
4208,16718,16717,16718,16717
4209,16717,16716,16717,16716
4210,16716,16715,16716,16715
4211,16715,16714,16715,16714
4212,16714,16713,16714,16713
4213,16713,16712,16713,16712
4214,16712,16711,16712,16711
4215,16711,16710,16711,16710
4216,16710,16709,16710,16709
4217,16709,16708,16709,16708
4218,16708,16707,16708,16707
4219,16707,16706,16707,16706
4220,16706,16705,16706,16705
4221,16705,16704,16705,16704
4222,16704,16703,16704,16703
4223,16703,16702,16703,16702
4224,16702,16704,16704,16702
4225,16704,16702,16704,16702
4226,16702,16701,16702,16701
4227,16701,16700,16701,16700
4228,16700,16702,16702,16700
4229,16702,16703,16703,16702
4230,16703,16704,16704,16703
4231,16704,16705,16705,16704
4232,16705,16706,16706,16705
4233,16706,16707,16707,16706
4234,16707,16708,16708,16707
4235,16708,16709,16709,16708
4236,16709,16710,16710,16709
4237,16710,16711,16711,16710
4238,16711,16712,16712,16711
4239,16712,16713,16713,16712
4240,16713,16714,16714,16713
4241,16714,16715,16715,16714
4242,16715,16716,16716,16715
4243,16716,16717,16717,16716
4244,16717,16718,16718,16717
4245,16718,16719,16719,16718
4246,16719,16720,16720,16719
4247,16720,16721,16721,16720
4248,16721,16722,16722,16721
4249,16722,16723,16723,16722
4250,16723,16724,16724,16723
4251,16724,16725,16725,16724
4252,16725,16726,16726,16725
4253,16726,16727,16727,16726
4254,16727,16728,16728,16727
4255,16728,16729,16729,16728
4256,16729,16730,16730,16729
4257,16730,16728,16730,16728
4258,16728,16727,16728,16727
4259,16727,16726,16727,16726
4260,16726,16725,16726,16725
4261,16725,16724,16725,16724
4262,16724,16723,16724,16723
4263,16723,16722,16723,16722
4264,16722,16721,16722,16721
4265,16721,16720,16721,16720
4266,16720,16719,16720,16719
4267,16719,16718,16719,16718
4268,16718,16717,16718,16717
4269,16717,16716,16717,16716
4270,16716,16715,16716,16715
4271,16715,16714,16715,16714
4272,16714,16713,16714,16713
4273,16713,16712,16713,16712
4274,16712,16711,16712,16711
4275,16711,16713,16713,16711
4276,16713,16714,16714,16713
4277,16714,16715,16715,16714
4278,16715,16716,16716,16715
4279,16716,16717,16717,16716
4280,16717,16718,16718,16717
4281,16718,16719,16719,16718
4282,16719,16720,16720,16719
4283,16720,16721,16721,16720
4284,16721,16719,16721,16719
4285,16719,16718,16719,16718
4286,16718,16717,16718,16717
4287,16717,16716,16717,16716
4288,16716,16715,16716,16715
4289,16715,16714,16715,16714
4290,16714,16713,16714,16713
4291,16713,16712,16713,16712
4292,16712,16711,16712,16711
4293,16711,16710,16711,16710
4294,16710,16709,16710,16709
4295,16709,16708,16709,16708
4296,16708,16707,16708,16707
4297,16707,16706,16707,16706
4298,16706,16705,16706,16705
4299,16705,16704,16705,16704
4300,16704,16703,16704,16703
4301,16703,16702,16703,16702
4302,16702,16701,16702,16701
4303,16701,16700,16701,16700
4304,16700,16699,16700,16699
4305,16699,16698,16699,16698
4306,16698,16697,16698,16697
4307,16697,16696,16697,16696
4308,16696,16695,16696,16695
4309,16695,16694,16695,16694
4310,16694,16693,16694,16693
4311,16693,16692,16693,16692
4312,16692,16691,16692,16691
4313,16691,16690,16691,16690
4314,16690,16689,16690,16689
4315,16689,16688,16689,16688
4316,16688,16687,16688,16687
4317,16687,16689,16689,16687
4318,16689,16687,16689,16687
4319,16687,16686,16687,16686
4320,16686,16685,16686,16685
4321,16685,16684,16685,16684
4322,16684,16683,16684,16683
4323,16683,16682,16683,16682
4324,16682,16681,16682,16681
4325,16681,16680,16681,16680
4326,16680,16679,16680,16679
4327,16679,16678,16679,16678
4328,16678,16677,16678,16677
4329,16677,16676,16677,16676
4330,16676,16675,16676,16675
4331,16675,16674,16675,16674
4332,16674,16673,16674,16673
4333,16673,16672,16673,16672
4334,16672,16671,16672,16671
4335,16671,16670,16671,16670
4336,16670,16669,16670,16669
4337,16669,16668,16669,16668
4338,16668,16667,16668,16667
4339,16667,16666,16667,16666
4340,16666,16665,16666,16665
4341,16665,16664,16665,16664
4342,16664,16663,16664,16663
4343,16663,16662,16663,16662
4344,16662,16661,16662,16661
4345,16661,16660,16661,16660
4346,16660,16659,16660,16659
4347,16659,16658,16659,16658
4348,16658,16657,16658,16657
4349,16657,16656,16657,16656
4350,16656,16655,16656,16655
4351,16655,16654,16655,16654
4352,16654,16656,16656,16654
4353,16656,16657,16657,16656
4354,16657,16658,16658,16657
4355,16658,16659,16659,16658
4356,16659,16660,16660,16659
4357,16660,16661,16661,16660
4358,16661,16662,16662,16661
4359,16662,16663,16663,16662
4360,16663,16664,16664,16663
4361,16664,16662,16664,16662
4362,16662,16661,16662,16661
4363,16661,16660,16661,16660
4364,16660,16659,16660,16659
4365,16659,16658,16659,16658
4366,16658,16657,16658,16657
4367,16657,16656,16657,16656
4368,16656,16655,16656,16655
4369,16655,16654,16655,16654
4370,16654,16653,16654,16653
4371,16653,16652,16653,16652
4372,16652,16651,16652,16651
4373,16651,16650,16651,16650
4374,16650,16649,16650,16649
4375,16649,16648,16649,16648
4376,16648,16647,16648,16647
4377,16647,16646,16647,16646
4378,16646,16645,16646,16645
4379,16645,16644,16645,16644
4380,16644,16643,16644,16643
4381,16643,16642,16643,16642
4382,16642,16641,16642,16641
4383,16641,16640,16641,16640
4384,16640,16639,16640,16639
4385,16639,16638,16639,16638
4386,16638,16637,16638,16637
4387,16637,16636,16637,16636
4388,16636,16635,16636,16635
4389,16635,16634,16635,16634
4390,16634,16633,16634,16633
4391,16633,16632,16633,16632
4392,16632,16631,16632,16631
4393,16631,16630,16631,16630
4394,16630,16629,16630,16629
4395,16629,16628,16629,16628
4396,16628,16627,16628,16627
4397,16627,16626,16627,16626
4398,16626,16625,16626,16625
4399,16625,16624,16625,16624
4400,16624,16623,16624,16623
4401,16623,16622,16623,16622
4402,16622,16621,16622,16621
4403,16621,16623,16623,16621
4404,16623,16624,16624,16623
4405,16624,16625,16625,16624
4406,16625,16626,16626,16625
4407,16626,16627,16627,16626
4408,16627,16628,16628,16627
4409,16628,16629,16629,16628
4410,16629,16630,16630,16629
4411,16630,16631,16631,16630
4412,16631,16632,16632,16631
4413,16632,16633,16633,16632
4414,16633,16631,16633,16631
4415,16631,16633,16633,16631
4416,16633,16631,16633,16631
4417,16631,16630,16631,16630
4418,16630,16629,16630,16629
4419,16629,16631,16631,16629
4420,16631,16632,16632,16631
4421,16632,16633,16633,16632
4422,16633,16634,16634,16633
4423,16634,16635,16635,16634
4424,16635,16636,16636,16635
4425,16636,16637,16637,16636
4426,16637,16638,16638,16637
4427,16638,16639,16639,16638
4428,16639,16640,16640,16639
4429,16640,16641,16641,16640
4430,16641,16642,16642,16641
4431,16642,16643,16643,16642
4432,16643,16641,16643,16641
4433,16641,16640,16641,16640
4434,16640,16639,16640,16639
4435,16639,16638,16639,16638
4436,16638,16637,16638,16637
4437,16637,16636,16637,16636
4438,16636,16635,16636,16635
4439,16635,16634,16635,16634
4440,16634,16633,16634,16633
4441,16633,16632,16633,16632
4442,16632,16631,16632,16631
4443,16631,16630,16631,16630
4444,16630,16629,16630,16629
4445,16629,16628,16629,16628
4446,16628,16627,16628,16627
4447,16627,16626,16627,16626
4448,16626,16625,16626,16625
4449,16625,16624,16625,16624
4450,16624,16623,16624,16623
4451,16623,16622,16623,16622
4452,16622,16621,16622,16621
4453,16621,16620,16621,16620
4454,16620,16619,16620,16619
4455,16619,16618,16619,16618
4456,16618,16617,16618,16617
4457,16617,16616,16617,16616
4458,16616,16618,16618,16616
4459,16618,16619,16619,16618
4460,16619,16620,16620,16619
4461,16620,16621,16621,16620
4462,16621,16622,16622,16621
4463,16622,16623,16623,16622
4464,16623,16624,16624,16623
4465,16624,16625,16625,16624
4466,16625,16626,16626,16625
4467,16626,16627,16627,16626
4468,16627,16628,16628,16627
4469,16628,16629,16629,16628
4470,16629,16630,16630,16629
4471,16630,16628,16630,16628
4472,16628,16627,16628,16627
4473,16627,16626,16627,16626
4474,16626,16625,16626,16625
4475,16625,16624,16625,16624
4476,16624,16623,16624,16623
4477,16623,16622,16623,16622
4478,16622,16621,16622,16621
4479,16621,16620,16621,16620
4480,16620,16619,16620,16619
4481,16619,16618,16619,16618
4482,16618,16617,16618,16617
4483,16617,16616,16617,16616
4484,16616,16615,16616,16615
4485,16615,16614,16615,16614
4486,16614,16613,16614,16613
4487,16613,16612,16613,16612
4488,16612,16611,16612,16611
4489,16611,16610,16611,16610
4490,16610,16609,16610,16609
4491,16609,16608,16609,16608
4492,16608,16607,16608,16607
4493,16607,16606,16607,16606
4494,16606,16605,16606,16605
4495,16605,16604,16605,16604
4496,16604,16603,16604,16603
4497,16603,16602,16603,16602
4498,16602,16601,16602,16601
4499,16601,16600,16601,16600
4500,16600,16599,16600,16599
4501,16599,16598,16599,16598
4502,16598,16597,16598,16597
4503,16597,16596,16597,16596
4504,16596,16595,16596,16595
4505,16595,16594,16595,16594
4506,16594,16593,16594,16593
4507,16593,16592,16593,16592
4508,16592,16591,16592,16591
4509,16591,16590,16591,16590
4510,16590,16589,16590,16589
4511,16589,16588,16589,16588
4512,16588,16587,16588,16587
4513,16587,16589,16589,16587
4514,16589,16590,16590,16589
4515,16590,16591,16591,16590
4516,16591,16592,16592,16591
4517,16592,16593,16593,16592
4518,16593,16594,16594,16593
4519,16594,16595,16595,16594
4520,16595,16596,16596,16595
4521,16596,16597,16597,16596
4522,16597,16598,16598,16597
4523,16598,16599,16599,16598
4524,16599,16600,16600,16599
4525,16600,16601,16601,16600
4526,16601,16602,16602,16601
4527,16602,16600,16602,16600
4528,16600,16602,16602,16600
4529,16602,16603,16603,16602
4530,16603,16604,16604,16603
4531,16604,16605,16605,16604
4532,16605,16606,16606,16605
4533,16606,16607,16607,16606
4534,16607,16608,16608,16607
4535,16608,16609,16609,16608
4536,16609,16610,16610,16609
4537,16610,16611,16611,16610
4538,16611,16612,16612,16611
4539,16612,16613,16613,16612
4540,16613,16614,16614,16613
4541,16614,16615,16615,16614
4542,16615,16613,16615,16613
4543,16613,16612,16613,16612
4544,16612,16611,16612,16611
4545,16611,16613,16613,16611
4546,16613,16611,16613,16611
4547,16611,16610,16611,16610
4548,16610,16609,16610,16609
4549,16609,16608,16609,16608
4550,16608,16607,16608,16607
4551,16607,16606,16607,16606
4552,16606,16605,16606,16605
4553,16605,16604,16605,16604
4554,16604,16603,16604,16603
4555,16603,16602,16603,16602
4556,16602,16601,16602,16601
4557,16601,16600,16601,16600
4558,16600,16599,16600,16599
4559,16599,16598,16599,16598
4560,16598,16597,16598,16597
4561,16597,16596,16597,16596
4562,16596,16595,16596,16595
4563,16595,16594,16595,16594
4564,16594,16593,16594,16593
4565,16593,16592,16593,16592
4566,16592,16591,16592,16591
4567,16591,16590,16591,16590
4568,16590,16589,16590,16589
4569,16589,16588,16589,16588
4570,16588,16587,16588,16587
4571,16587,16586,16587,16586
4572,16586,16585,16586,16585
4573,16585,16584,16585,16584
4574,16584,16583,16584,16583
4575,16583,16582,16583,16582
4576,16582,16584,16584,16582
4577,16584,16585,16585,16584
4578,16585,16586,16586,16585
4579,16586,16587,16587,16586
4580,16587,16588,16588,16587
4581,16588,16589,16589,16588
4582,16589,16590,16590,16589
4583,16590,16591,16591,16590
4584,16591,16592,16592,16591
4585,16592,16593,16593,16592
4586,16593,16594,16594,16593
4587,16594,16595,16595,16594
4588,16595,16596,16596,16595
4589,16596,16597,16597,16596
4590,16597,16598,16598,16597
4591,16598,16599,16599,16598
4592,16599,16600,16600,16599
4593,16600,16601,16601,16600
4594,16601,16602,16602,16601
4595,16602,16603,16603,16602
4596,16603,16604,16604,16603
4597,16604,16605,16605,16604
4598,16605,16606,16606,16605
4599,16606,16607,16607,16606
4600,16607,16608,16608,16607
4601,16608,16609,16609,16608
4602,16609,16610,16610,16609
4603,16610,16611,16611,16610
4604,16611,16612,16612,16611
4605,16612,16613,16613,16612
4606,16613,16614,16614,16613
4607,16614,16615,16615,16614
4608,16615,16616,16616,16615
4609,16616,16617,16617,16616
4610,16617,16618,16618,16617
4611,16618,16619,16619,16618
4612,16619,16620,16620,16619
4613,16620,16621,16621,16620
4614,16621,16622,16622,16621
4615,16622,16623,16623,16622
4616,16623,16621,16623,16621
4617,16621,16620,16621,16620
4618,16620,16619,16620,16619
4619,16619,16618,16619,16618
4620,16618,16617,16618,16617
4621,16617,16619,16619,16617
4622,16619,16620,16620,16619
4623,16620,16621,16621,16620
4624,16621,16622,16622,16621
4625,16622,16620,16622,16620
4626,16620,16619,16620,16619
4627,16619,16618,16619,16618
4628,16618,16620,16620,16618
4629,16620,16621,16621,16620
4630,16621,16622,16622,16621
4631,16622,16623,16623,16622
4632,16623,16624,16624,16623
4633,16624,16625,16625,16624
4634,16625,16626,16626,16625
4635,16626,16627,16627,16626
4636,16627,16628,16628,16627
4637,16628,16629,16629,16628
4638,16629,16630,16630,16629
4639,16630,16631,16631,16630
4640,16631,16632,16632,16631
4641,16632,16633,16633,16632
4642,16633,16634,16634,16633
4643,16634,16635,16635,16634
4644,16635,16636,16636,16635
4645,16636,16637,16637,16636
4646,16637,16638,16638,16637
4647,16638,16639,16639,16638
4648,16639,16640,16640,16639
4649,16640,16638,16640,16638
4650,16638,16637,16638,16637
4651,16637,16636,16637,16636
4652,16636,16635,16636,16635
4653,16635,16634,16635,16634
4654,16634,16633,16634,16633
4655,16633,16632,16633,16632
4656,16632,16631,16632,16631
4657,16631,16630,16631,16630
4658,16630,16629,16630,16629
4659,16629,16628,16629,16628
4660,16628,16627,16628,16627
4661,16627,16626,16627,16626
4662,16626,16625,16626,16625
4663,16625,16624,16625,16624
4664,16624,16623,16624,16623
4665,16623,16625,16625,16623
4666,16625,16626,16626,16625
4667,16626,16627,16627,16626
4668,16627,16628,16628,16627
4669,16628,16629,16629,16628
4670,16629,16630,16630,16629
4671,16630,16631,16631,16630
4672,16631,16632,16632,16631
4673,16632,16633,16633,16632
4674,16633,16634,16634,16633
4675,16634,16635,16635,16634
4676,16635,16636,16636,16635
4677,16636,16637,16637,16636
4678,16637,16638,16638,16637
4679,16638,16639,16639,16638
4680,16639,16640,16640,16639
4681,16640,16641,16641,16640
4682,16641,16642,16642,16641
4683,16642,16643,16643,16642
4684,16643,16641,16643,16641
4685,16641,16640,16641,16640
4686,16640,16639,16640,16639
4687,16639,16638,16639,16638
4688,16638,16637,16638,16637
4689,16637,16636,16637,16636
4690,16636,16635,16636,16635
4691,16635,16634,16635,16634
4692,16634,16633,16634,16633
4693,16633,16632,16633,16632
4694,16632,16631,16632,16631
4695,16631,16630,16631,16630
4696,16630,16629,16630,16629
4697,16629,16628,16629,16628
4698,16628,16627,16628,16627
4699,16627,16626,16627,16626
4700,16626,16625,16626,16625
4701,16625,16624,16625,16624
4702,16624,16623,16624,16623
4703,16623,16622,16623,16622
4704,16622,16621,16622,16621
4705,16621,16620,16621,16620
4706,16620,16619,16620,16619
4707,16619,16618,16619,16618
4708,16618,16617,16618,16617
4709,16617,16616,16617,16616
4710,16616,16615,16616,16615
4711,16615,16614,16615,16614
4712,16614,16613,16614,16613
4713,16613,16615,16615,16613
4714,16615,16616,16616,16615
4715,16616,16617,16617,16616
4716,16617,16618,16618,16617
4717,16618,16619,16619,16618
4718,16619,16620,16620,16619
4719,16620,16621,16621,16620
4720,16621,16619,16621,16619
4721,16619,16618,16619,16618
4722,16618,16617,16618,16617
4723,16617,16616,16617,16616
4724,16616,16615,16616,16615
4725,16615,16614,16615,16614
4726,16614,16613,16614,16613
4727,16613,16612,16613,16612
4728,16612,16611,16612,16611
4729,16611,16610,16611,16610
4730,16610,16609,16610,16609
4731,16609,16608,16609,16608
4732,16608,16610,16610,16608
4733,16610,16611,16611,16610
4734,16611,16612,16612,16611
4735,16612,16613,16613,16612
4736,16613,16614,16614,16613
4737,16614,16615,16615,16614
4738,16615,16616,16616,16615
4739,16616,16617,16617,16616
4740,16617,16618,16618,16617
4741,16618,16619,16619,16618
4742,16619,16620,16620,16619
4743,16620,16621,16621,16620
4744,16621,16619,16621,16619
4745,16619,16618,16619,16618
4746,16618,16617,16618,16617
4747,16617,16616,16617,16616
4748,16616,16615,16616,16615
4749,16615,16614,16615,16614
4750,16614,16613,16614,16613
4751,16613,16612,16613,16612
4752,16612,16611,16612,16611
4753,16611,16610,16611,16610
4754,16610,16609,16610,16609
4755,16609,16608,16609,16608
4756,16608,16607,16608,16607
4757,16607,16606,16607,16606
4758,16606,16608,16608,16606
4759,16608,16609,16609,16608
4760,16609,16610,16610,16609
4761,16610,16608,16610,16608
4762,16608,16607,16608,16607
4763,16607,16606,16607,16606
4764,16606,16605,16606,16605
4765,16605,16604,16605,16604
4766,16604,16603,16604,16603
4767,16603,16602,16603,16602
4768,16602,16601,16602,16601
4769,16601,16600,16601,16600
4770,16600,16602,16602,16600
4771,16602,16603,16603,16602
4772,16603,16604,16604,16603
4773,16604,16605,16605,16604
4774,16605,16606,16606,16605
4775,16606,16607,16607,16606
4776,16607,16608,16608,16607
4777,16608,16609,16609,16608
4778,16609,16610,16610,16609
4779,16610,16611,16611,16610
4780,16611,16612,16612,16611
4781,16612,16613,16613,16612
4782,16613,16614,16614,16613
4783,16614,16615,16615,16614
4784,16615,16616,16616,16615
4785,16616,16617,16617,16616
4786,16617,16618,16618,16617
4787,16618,16619,16619,16618
4788,16619,16620,16620,16619
4789,16620,16621,16621,16620
4790,16621,16619,16621,16619
4791,16619,16618,16619,16618
4792,16618,16617,16618,16617
4793,16617,16616,16617,16616
4794,16616,16615,16616,16615
4795,16615,16614,16615,16614
4796,16614,16613,16614,16613
4797,16613,16612,16613,16612
4798,16612,16611,16612,16611
4799,16611,16610,16611,16610
4800,16610,16609,16610,16609
4801,16609,16608,16609,16608
4802,16608,16607,16608,16607
4803,16607,16606,16607,16606
4804,16606,16605,16606,16605
4805,16605,16604,16605,16604
4806,16604,16603,16604,16603
4807,16603,16602,16603,16602
4808,16602,16601,16602,16601
4809,16601,16600,16601,16600
4810,16600,16599,16600,16599
4811,16599,16598,16599,16598
4812,16598,16597,16598,16597
4813,16597,16599,16599,16597
4814,16599,16600,16600,16599
4815,16600,16601,16601,16600
4816,16601,16599,16601,16599
4817,16599,16598,16599,16598
4818,16598,16597,16598,16597
4819,16597,16596,16597,16596
